State,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,GrAppv,NAICS_Sector,State_Points,NAICS_Sector_Points,Log_GrAppv,Guarantee_Ratio,Term_Years,IsCreateJob,IsRetained,IsFranchise,LowDoc_Binary,NewExist_Clean
ND,485310,60,26,1.0,2,18,0,1,N,,75000.0,48,5,1,11.225256725762893,0.85,5,1.0,1.0,0.0,,1.0
IN,237990,13,82,2.0,5,87,0,1,Y,N,250000.0,23,2,2,12.429220196836383,0.5,1,1.0,1.0,0.0,0.0,2.0
OH,312130,300,4,1.0,1,4,0,1,N,N,600000.0,31,3,3,13.304686600863562,0.9,25,1.0,1.0,0.0,0.0,1.0
FL,811111,240,6,1.0,10,0,0,1,N,N,619000.0,81,1,3,13.335862167174314,1.0,20,1.0,0.0,0.0,0.0,1.0
CA,332710,120,6,2.0,1,6,0,1,N,N,1740000.0,33,2,4,14.36939624590319,0.862,10,1.0,1.0,0.0,0.0,2.0
CT,446130,96,40,1.0,0,40,0,1,N,N,250000.0,44,4,2,12.429220196836383,0.9,8,0.0,1.0,0.0,0.0,1.0
AL,522293,84,3,2.0,2,3,0,1,N,N,25000.0,52,3,1,10.12667110305036,0.9,7,1.0,1.0,0.0,0.0,2.0
NC,541690,51,1,2.0,10,1,0,1,N,A,50000.0,54,2,4,10.819798284210286,0.9,4,1.0,1.0,0.0,,2.0
KY,713950,120,5,1.0,2,5,0,1,N,N,5000.0,71,2,3,8.517393171418904,0.9,10,1.0,1.0,0.0,0.0,1.0
FL,453110,65,1,1.0,1,1,0,1,N,N,25000.0,45,1,2,10.12667110305036,0.9,5,1.0,1.0,0.0,0.0,1.0
AL,441120,90,4,2.0,2,4,0,1,N,N,5000.0,44,3,2,8.517393171418904,0.9,7,1.0,1.0,0.0,0.0,2.0
KS,722110,120,10,1.0,0,10,0,2,N,N,82000.0,72,4,3,11.314486721293981,0.5,10,0.0,1.0,0.0,0.0,1.0
WI,621210,84,10,1.0,0,10,0,2,Y,N,60000.0,62,4,5,11.002116507732017,0.5,7,0.0,1.0,0.0,0.0,1.0
MN,238310,36,1,1.0,0,1,0,2,N,N,32300.0,23,4,2,10.382853468483827,1.0,3,0.0,1.0,0.0,0.0,1.0
CA,511120,39,2,1.0,1,2,53650,1,N,N,20000.0,51,2,1,9.90353755128617,0.9,3,1.0,1.0,1.0,0.0,1.0
MN,238150,300,35,1.0,0,35,0,1,N,N,2000000.0,23,4,2,14.508658238524095,0.75,25,0.0,1.0,0.0,0.0,1.0
MS,112310,23,1,1.0,0,1,0,2,N,N,35000.0,11,3,5,10.463131911491967,1.0,1,0.0,1.0,0.0,0.0,1.0
TX,541890,300,3,2.0,0,3,0,1,N,N,185000.0,54,2,4,12.128116509451258,0.9,25,0.0,1.0,0.0,0.0,2.0
IA,444190,120,100,1.0,0,100,0,1,N,N,1666600.0,44,5,2,14.326296780954065,0.9,10,0.0,1.0,0.0,0.0,1.0
LA,621340,150,6,2.0,3,9,0,2,N,N,65000.0,62,2,5,11.082157933374816,0.9,12,1.0,1.0,0.0,0.0,2.0
WI,623110,300,1,1.0,144,1,0,1,N,N,442800.0,62,4,5,13.000875738169986,0.9,25,1.0,1.0,0.0,0.0,1.0
ND,541110,60,1,2.0,0,1,0,1,N,N,13700.0,54,5,4,9.525224101853109,0.5,5,0.0,1.0,0.0,0.0,2.0
TX,713120,84,0,2.0,2,0,0,1,Y,N,25000.0,71,2,3,10.12667110305036,0.5,7,1.0,0.0,0.0,0.0,2.0
UT,811113,78,6,1.0,0,6,0,1,N,N,35000.0,81,2,3,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
MI,339112,84,0,1.0,0,0,0,1,Y,N,75000.0,33,1,4,11.225256725762893,0.5,7,0.0,0.0,0.0,0.0,1.0
NY,541110,84,3,2.0,4,3,0,2,Y,N,25000.0,54,1,4,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,2.0
TX,423440,34,2,1.0,1,2,0,1,N,N,11600.0,42,2,3,9.358846580275406,1.0,2,1.0,1.0,0.0,0.0,1.0
VT,337122,60,2,1.0,0,2,0,1,N,N,20000.0,33,5,4,9.90353755128617,0.5,5,0.0,1.0,0.0,0.0,1.0
IL,713990,24,2,2.0,10,0,0,1,Y,N,50000.0,71,1,3,10.819798284210286,0.5,2,1.0,0.0,0.0,0.0,2.0
MA,423450,84,8,1.0,2,10,0,1,Y,N,100000.0,42,4,3,11.51293546492023,0.5,7,1.0,1.0,0.0,0.0,1.0
WI,453998,82,1,1.0,1,1,0,2,N,N,70000.0,45,4,2,11.156264806643742,0.5,6,1.0,1.0,0.0,0.0,1.0
AZ,541611,36,2,1.0,1,2,0,1,N,N,33900.0,54,1,4,10.431199791458543,1.0,3,1.0,1.0,0.0,0.0,1.0
TX,323113,48,1,1.0,1,1,0,2,N,N,27500.0,32,2,4,10.221977646629885,0.5,4,1.0,1.0,0.0,0.0,1.0
TX,323113,24,1,1.0,1,1,0,2,Y,N,7500.0,32,2,4,8.922791623969637,0.5,2,1.0,1.0,0.0,0.0,1.0
NY,811121,48,1,2.0,1,0,0,1,N,N,13000.0,81,1,3,9.472781556562168,0.5,4,1.0,0.0,0.0,0.0,2.0
MD,445120,84,1,1.0,1,2,0,1,Y,N,25000.0,44,2,2,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,1.0
NY,621210,78,2,1.0,1,2,0,1,N,N,35000.0,62,1,5,10.463131911491967,1.0,6,1.0,1.0,0.0,0.0,1.0
IN,423430,72,66,1.0,0,66,0,1,N,N,1800000.0,42,2,3,14.403297778421795,0.83,6,0.0,1.0,0.0,0.0,1.0
MO,448140,120,2,1.0,1,2,0,1,N,N,220000.0,44,3,2,12.301387370778713,0.9,10,1.0,1.0,0.0,0.0,1.0
CO,238210,36,8,1.0,0,8,0,1,N,N,30000.0,23,2,2,10.308985993422082,0.5,3,0.0,1.0,0.0,0.0,1.0
MD,236220,84,2,2.0,1,2,0,2,Y,,150000.0,23,2,2,11.918397239722838,0.9,7,1.0,1.0,0.0,,2.0
CA,448120,120,120,1.0,0,120,0,1,N,N,550000.0,44,2,2,13.217675375388819,0.9,10,0.0,1.0,0.0,0.0,1.0
MI,484220,78,1,1.0,0,1,0,2,N,N,27000.0,48,1,1,10.203629181337648,1.0,6,0.0,1.0,0.0,0.0,1.0
OH,722320,84,80,1.0,0,80,0,1,Y,N,25000.0,72,3,3,10.12667110305036,0.5,7,0.0,1.0,0.0,0.0,1.0
IN,484110,60,2,1.0,1,2,0,1,N,N,1115000.0,48,2,1,13.924365859736941,0.9,5,1.0,1.0,0.0,0.0,1.0
LA,445310,84,1,2.0,4,5,0,1,Y,N,100000.0,44,2,2,11.51293546492023,0.9,7,1.0,1.0,0.0,0.0,2.0
TX,453220,84,9,1.0,6,0,0,1,N,N,175000.0,45,2,2,12.07254696717504,0.9,7,1.0,0.0,0.0,0.0,1.0
MI,424110,60,2,1.0,0,0,0,1,N,N,10000.0,42,1,3,9.210440366976517,0.5,5,0.0,0.0,0.0,0.0,1.0
ID,541611,96,1,2.0,16,17,0,1,N,N,250000.0,54,4,4,12.429220196836383,0.9,8,1.0,1.0,0.0,0.0,2.0
IA,621210,180,1,2.0,2,1,0,2,N,N,409400.0,62,5,5,12.922450394805269,0.9,15,1.0,1.0,0.0,0.0,2.0
IL,238110,72,45,1.0,0,45,0,1,N,N,35000.0,23,1,2,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
ID,484121,84,30,1.0,2,0,0,2,N,N,175000.0,48,4,1,12.07254696717504,0.9,7,1.0,0.0,0.0,0.0,1.0
ND,541921,60,4,1.0,0,4,0,2,N,N,12000.0,54,5,4,9.392745258631441,0.5,5,0.0,1.0,0.0,0.0,1.0
MN,332710,60,2,1.0,0,2,0,1,N,N,34500.0,33,4,4,10.448743588106625,0.5,5,0.0,1.0,0.0,0.0,1.0
FL,453310,84,0,1.0,0,0,0,2,Y,N,100000.0,45,1,2,11.51293546492023,0.5,7,0.0,0.0,0.0,0.0,1.0
CO,621399,84,5,1.0,0,5,0,1,Y,N,10000.0,62,2,5,9.210440366976517,0.5,7,0.0,1.0,0.0,0.0,1.0
PA,722211,126,3,2.0,3,0,0,1,N,N,144000.0,72,4,3,11.87757552297847,0.9,10,1.0,0.0,0.0,0.0,2.0
NY,323119,39,30,1.0,0,30,0,1,N,N,33300.0,32,1,4,10.413342705547674,1.0,3,0.0,1.0,0.0,0.0,1.0
IL,541310,84,1,1.0,4,4,0,1,N,N,20000.0,54,1,4,9.90353755128617,0.9,7,1.0,1.0,0.0,0.0,1.0
OH,337212,73,10,1.0,0,10,0,1,N,N,35000.0,33,3,4,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
PA,722211,60,3,2.0,3,0,0,1,Y,N,16000.0,72,4,3,9.680406499268875,0.5,5,1.0,0.0,0.0,0.0,2.0
TX,321999,60,2,1.0,0,2,0,1,Y,N,250000.0,32,2,4,12.429220196836383,0.9,5,0.0,1.0,0.0,0.0,1.0
OH,238220,52,3,1.0,1,4,0,1,Y,N,18000.0,23,3,2,9.798182590890704,0.5,4,1.0,1.0,0.0,0.0,1.0
MN,441120,31,4,1.0,0,4,0,2,N,N,35000.0,44,4,2,10.463131911491967,1.0,2,0.0,1.0,0.0,0.0,1.0
IA,621340,36,10,1.0,0,10,0,2,Y,N,100000.0,62,5,5,11.51293546492023,0.5,3,0.0,1.0,0.0,0.0,1.0
TX,541922,108,2,2.0,2,2,0,1,N,N,5000.0,54,2,4,8.517393171418904,0.9,9,1.0,1.0,0.0,0.0,2.0
WA,238210,84,6,2.0,0,6,0,2,N,N,100000.0,23,4,2,11.51293546492023,0.5,7,0.0,1.0,0.0,0.0,2.0
MD,621210,120,4,1.0,0,4,0,1,N,N,565000.0,62,2,5,13.244582780038517,0.9,10,0.0,1.0,0.0,0.0,1.0
FL,621310,88,1,2.0,1,1,0,1,N,N,47000.0,62,1,5,10.757924157061597,0.5,7,1.0,1.0,0.0,0.0,2.0
WI,531312,50,2,1.0,5,2,0,2,N,N,35000.0,53,4,1,10.463131911491967,1.0,4,1.0,1.0,0.0,0.0,1.0
CO,212321,179,2,2.0,13,0,0,1,N,N,700000.0,21,2,5,13.45883704259595,0.9,14,1.0,0.0,0.0,0.0,2.0
FL,541618,120,2,1.0,2,2,0,1,N,N,5000.0,54,1,4,8.517393171418904,0.9,10,1.0,1.0,0.0,0.0,1.0
NC,721110,300,2,2.0,14,16,0,1,N,N,2000000.0,72,2,3,14.508658238524095,0.75,25,1.0,1.0,0.0,0.0,2.0
MI,312210,60,30,1.0,1,30,0,1,N,N,260000.0,31,1,3,12.468440756144114,0.5,5,1.0,1.0,0.0,0.0,1.0
TX,447110,19,2,1.0,1,3,82141,1,N,N,23500.0,44,2,2,10.064798252418377,0.5,1,1.0,1.0,1.0,0.0,1.0
UT,445299,84,1,2.0,0,1,0,1,Y,N,25000.0,44,2,2,10.12667110305036,0.5,7,0.0,1.0,0.0,0.0,2.0
IA,238990,84,50,1.0,0,50,0,1,N,N,578300.0,23,5,2,13.26784977335111,0.9,7,0.0,1.0,0.0,0.0,1.0
NC,531390,300,4,1.0,4,8,0,2,N,N,280000.0,53,2,1,12.54254845357358,0.5,25,1.0,1.0,0.0,0.0,1.0
TX,621210,120,10,2.0,16,10,0,2,N,N,803000.0,62,2,5,13.596111238258136,0.9,10,1.0,1.0,0.0,0.0,2.0
IN,561730,27,5,1.0,2,5,0,1,N,N,10000.0,56,2,2,9.210440366976517,1.0,2,1.0,1.0,0.0,0.0,1.0
MA,722211,36,6,1.0,1,6,0,1,Y,N,45000.0,72,4,3,10.714439990727769,0.5,3,1.0,1.0,0.0,0.0,1.0
CA,423920,84,6,1.0,0,6,0,1,Y,N,150000.0,42,2,3,11.918397239722838,0.5,7,0.0,1.0,0.0,0.0,1.0
CO,326199,90,2,2.0,2,2,0,1,N,N,400000.0,32,2,4,12.899222326086994,0.9,7,1.0,1.0,0.0,0.0,2.0
UT,541191,54,3,1.0,0,3,0,1,N,N,35000.0,54,2,4,10.463131911491967,1.0,4,0.0,1.0,0.0,0.0,1.0
CA,454111,111,1,2.0,0,1,0,1,N,N,7500.0,45,2,2,8.922791623969637,0.9,9,0.0,1.0,0.0,0.0,2.0
AZ,454111,89,2,2.0,0,2,0,1,N,N,5000.0,45,1,2,8.517393171418904,0.9,7,0.0,1.0,0.0,0.0,2.0
KY,531120,180,1,1.0,34,1,0,1,N,N,865800.0,53,2,1,13.671410368990506,0.9,15,1.0,1.0,0.0,0.0,1.0
AZ,441120,312,9,1.0,0,9,0,1,N,N,1379000.0,44,1,2,14.136869881938338,0.9,26,0.0,1.0,0.0,0.0,1.0
CA,445110,96,8,1.0,0,8,0,1,N,N,735000.0,44,2,2,13.507627138738266,0.9,8,0.0,1.0,0.0,0.0,1.0
AZ,621391,304,4,1.0,0,4,0,1,N,N,798300.0,62,1,5,13.590240998295013,0.9,25,0.0,1.0,0.0,0.0,1.0
OH,312130,84,4,1.0,1,4,0,2,Y,N,200000.0,31,3,3,12.206077645517674,0.5,7,1.0,1.0,0.0,0.0,1.0
MI,541940,84,9,1.0,0,9,0,1,N,N,50000.0,54,1,4,10.819798284210286,0.5,7,0.0,1.0,0.0,0.0,1.0
WI,238990,102,6,2.0,1,5,73523,1,N,N,160000.0,23,4,2,11.982935344196433,0.5,8,1.0,1.0,1.0,0.0,2.0
MO,562111,36,16,1.0,0,8,0,1,N,N,68400.0,56,3,2,11.133142723386813,0.85,3,0.0,1.0,0.0,0.0,1.0
PA,532490,120,42,1.0,8,50,0,1,N,N,2000000.0,53,4,1,14.508658238524095,0.75,10,1.0,1.0,0.0,0.0,1.0
UT,621210,300,1,1.0,4,4,0,2,N,N,1400000.0,62,2,5,14.151983508870947,0.9,25,1.0,1.0,0.0,0.0,1.0
WA,624190,84,4,1.0,0,3,0,2,N,N,31000.0,62,4,5,10.34177474101152,0.9,7,0.0,1.0,0.0,0.0,1.0
NY,621111,121,32,1.0,6,32,0,1,N,N,430000.0,62,1,5,12.971542813248437,0.9,10,1.0,1.0,0.0,0.0,1.0
TN,722110,84,20,2.0,20,20,0,1,N,,285000.0,72,1,3,12.560247968016562,0.9,7,1.0,1.0,0.0,,2.0
NJ,722211,123,3,1.0,30,3,57000,1,N,N,140000.0,72,1,3,11.849404844423074,0.9,10,1.0,1.0,1.0,0.0,1.0
NY,561730,54,9,1.0,0,9,0,1,Y,N,20000.0,56,1,2,9.90353755128617,0.5,4,0.0,1.0,0.0,0.0,1.0
CA,326199,38,65,1.0,0,65,0,2,Y,N,300000.0,32,2,4,12.611541086966115,0.5,3,0.0,1.0,0.0,0.0,1.0
GA,445310,60,2,1.0,0,2,0,1,N,N,50000.0,44,1,2,10.819798284210286,0.9,5,0.0,1.0,0.0,0.0,1.0
VA,484121,48,0,2.0,1,1,0,2,N,N,27000.0,48,2,1,10.203629181337648,0.5,4,1.0,1.0,0.0,0.0,2.0
NY,423690,78,7,1.0,0,7,0,1,Y,N,25000.0,42,1,3,10.12667110305036,0.5,6,0.0,1.0,0.0,0.0,1.0
NM,621610,62,2,1.0,1,2,0,1,Y,N,10000.0,62,5,5,9.210440366976517,0.5,5,1.0,1.0,0.0,0.0,1.0
MA,541110,84,1,2.0,1,2,0,2,Y,N,13500.0,54,4,4,9.510519035757246,0.9,7,1.0,1.0,0.0,0.0,2.0
PA,332323,90,81,1.0,0,81,0,2,N,N,800000.0,33,4,4,13.592368256649284,0.9,7,0.0,1.0,0.0,0.0,1.0
WI,541511,84,110,1.0,0,110,0,1,Y,N,350000.0,54,4,4,12.765691290604371,0.5,7,0.0,1.0,0.0,0.0,1.0
IA,561730,48,2,1.0,0,2,0,1,N,N,25000.0,56,5,2,10.12667110305036,0.5,4,0.0,1.0,0.0,0.0,1.0
PA,446110,36,3,2.0,0,3,0,2,N,N,50000.0,44,4,2,10.819798284210286,0.9,3,0.0,1.0,0.0,0.0,2.0
MN,444130,60,30,1.0,30,30,85100,1,N,N,200000.0,44,4,2,12.206077645517674,0.5,5,1.0,1.0,1.0,0.0,1.0
IA,423330,60,70,2.0,0,70,0,1,N,N,500000.0,42,5,3,13.122365377402328,0.75,5,0.0,1.0,0.0,0.0,2.0
MA,517210,60,3,1.0,0,3,0,1,Y,N,50000.0,51,4,1,10.819798284210286,0.5,5,0.0,1.0,0.0,0.0,1.0
NE,446110,120,3,2.0,0,3,0,1,N,N,1300000.0,44,5,2,14.077875591662238,0.9,10,0.0,1.0,0.0,0.0,2.0
PA,562111,93,7,1.0,2,0,0,2,N,N,100000.0,56,4,2,11.51293546492023,0.9,7,1.0,0.0,0.0,0.0,1.0
PA,624410,60,18,1.0,1,18,0,1,N,N,75000.0,62,4,5,11.225256725762893,0.9,5,1.0,1.0,0.0,0.0,1.0
UT,238220,84,1,1.0,0,1,0,1,Y,N,35000.0,23,2,2,10.463131911491967,0.5,7,0.0,1.0,0.0,0.0,1.0
MO,312120,156,1,2.0,0,1,0,2,N,N,270000.0,31,3,3,12.506180941677357,0.9,13,0.0,1.0,0.0,0.0,2.0
MS,722110,103,8,2.0,8,0,0,1,N,N,51000.0,72,3,3,10.839600519357369,0.9,8,1.0,0.0,0.0,0.0,2.0
CA,448120,84,2,1.0,0,2,0,1,Y,N,350000.0,44,2,2,12.765691290604371,0.5,7,0.0,1.0,0.0,0.0,1.0
MS,561612,36,7,1.0,3,9,0,1,N,N,10000.0,56,3,2,9.210440366976517,0.9,3,1.0,1.0,0.0,0.0,1.0
MS,339999,13,6,1.0,3,6,0,1,Y,N,200300.0,33,3,4,12.20757651415268,0.5,1,1.0,1.0,0.0,0.0,1.0
MS,484110,60,2,1.0,1,2,0,2,N,N,35200.0,48,3,1,10.468829770273567,0.9,5,1.0,1.0,0.0,0.0,1.0
CA,561439,120,3,1.0,3,3,0,1,N,N,100000.0,56,2,2,11.51293546492023,0.9,10,1.0,1.0,0.0,0.0,1.0
TX,561730,84,3,2.0,0,3,0,1,Y,N,25000.0,56,2,2,10.12667110305036,0.5,7,0.0,1.0,0.0,0.0,2.0
WA,812990,50,1,2.0,10,5,0,1,Y,N,25000.0,81,4,3,10.12667110305036,0.5,4,1.0,1.0,0.0,0.0,2.0
NV,238210,33,20,1.0,2,18,0,1,N,N,50000.0,23,1,2,10.819798284210286,0.5,2,1.0,1.0,0.0,0.0,1.0
CA,335121,93,4,2.0,2,4,0,1,N,N,12500.0,33,2,4,9.433563920090563,0.9,7,1.0,1.0,0.0,0.0,2.0
WI,484110,48,0,2.0,1,1,0,2,N,N,14000.0,48,4,1,9.546884034617925,0.5,4,1.0,1.0,0.0,0.0,2.0
IL,532210,42,5,1.0,1,5,66643,1,N,N,31200.0,53,1,1,10.348205424565993,1.0,3,1.0,1.0,1.0,0.0,1.0
NH,113310,48,0,2.0,2,2,0,1,N,N,130000.0,11,5,5,11.775297421715827,0.5,4,1.0,1.0,0.0,0.0,2.0
CA,454112,120,1,2.0,1,1,0,1,N,N,10000.0,45,2,2,9.210440366976517,0.9,10,1.0,1.0,0.0,0.0,2.0
CA,722110,84,10,1.0,0,10,0,1,N,N,25000.0,72,2,3,10.12667110305036,0.9,7,0.0,1.0,0.0,0.0,1.0
OH,336120,84,12,1.0,3,12,0,1,Y,N,35000.0,33,3,4,10.463131911491967,0.5,7,1.0,1.0,0.0,0.0,1.0
ID,237990,60,3,1.0,0,0,0,2,N,N,343000.0,23,4,2,12.745488641595722,0.9,5,0.0,0.0,0.0,0.0,1.0
NV,238210,66,20,1.0,2,18,0,1,Y,N,25000.0,23,1,2,10.12667110305036,0.5,5,1.0,1.0,0.0,0.0,1.0
MI,453310,106,2,1.0,1,2,0,2,N,N,10000.0,45,1,2,9.210440366976517,0.9,8,1.0,1.0,0.0,0.0,1.0
FL,621210,300,20,1.0,0,20,0,1,N,N,1566000.0,62,1,5,14.264035794102286,0.9,25,0.0,1.0,0.0,0.0,1.0
CO,561311,84,1,1.0,2,1,0,1,Y,N,25000.0,56,2,2,10.12667110305036,0.5,7,1.0,1.0,0.0,0.0,1.0
MT,311812,120,3,2.0,0,3,0,2,N,N,50000.0,31,5,3,10.819798284210286,0.5,10,0.0,1.0,0.0,0.0,2.0
IL,453920,37,2,1.0,0,2,0,2,N,N,35000.0,45,1,2,10.463131911491967,1.0,3,0.0,1.0,0.0,0.0,1.0
VA,332710,78,8,1.0,0,8,0,2,N,N,35000.0,33,2,4,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
NH,237130,83,3,2.0,0,3,0,1,N,N,75000.0,23,5,2,11.225256725762893,0.9,6,0.0,1.0,0.0,0.0,2.0
DE,442110,78,9,1.0,0,9,0,1,N,N,30000.0,44,3,2,10.308985993422082,1.0,6,0.0,1.0,0.0,0.0,1.0
OH,541613,84,1,1.0,0,1,0,1,Y,N,25000.0,54,3,4,10.12667110305036,0.5,7,0.0,1.0,0.0,0.0,1.0
ID,237990,84,3,1.0,0,0,0,2,Y,N,60600.0,23,4,2,11.01206667357142,0.5,7,0.0,0.0,0.0,0.0,1.0
NH,441120,165,14,1.0,0,14,0,2,T,N,300000.0,44,5,2,12.611541086966115,0.5,13,0.0,1.0,0.0,0.0,1.0
CA,315222,84,28,1.0,10,38,0,1,N,N,15000.0,31,2,3,9.61587214452889,0.9,7,1.0,1.0,0.0,0.0,1.0
UT,541211,84,2,1.0,0,2,0,1,Y,N,75000.0,54,2,4,11.225256725762893,0.5,7,0.0,1.0,0.0,0.0,1.0
MO,443120,60,6,1.0,1,6,0,1,N,N,102500.0,44,3,2,11.537627833610571,0.5,5,1.0,1.0,0.0,0.0,1.0
KY,451120,60,3,2.0,3,3,0,2,N,N,45200.0,45,2,2,10.718874489469398,0.5,5,1.0,1.0,0.0,0.0,2.0
ID,238310,36,4,1.0,0,4,0,1,Y,N,50000.0,23,4,2,10.819798284210286,0.5,3,0.0,1.0,0.0,0.0,1.0
OH,454390,35,4,2.0,3,4,0,1,Y,N,20000.0,45,3,2,9.90353755128617,0.5,2,1.0,1.0,0.0,0.0,2.0
OR,722110,120,72,1.0,24,48,0,1,N,N,274300.0,72,3,3,12.521981322562505,0.75,10,1.0,1.0,0.0,0.0,1.0
MT,621210,120,3,1.0,3,6,0,2,N,N,385000.0,62,5,5,12.861001210669146,0.9,10,1.0,1.0,0.0,0.0,1.0
VA,812320,84,2,2.0,7,2,91423,2,N,N,450000.0,81,2,3,13.017005083966255,0.9,7,1.0,1.0,1.0,0.0,2.0
VA,811310,84,3,2.0,2,2,0,2,Y,N,50000.0,81,2,3,10.819798284210286,0.5,7,1.0,1.0,0.0,0.0,2.0
CO,561499,84,10,1.0,0,10,0,1,N,N,100000.0,56,2,2,11.51293546492023,0.9,7,0.0,1.0,0.0,0.0,1.0
UT,236116,84,1,2.0,1,1,0,1,N,N,7700.0,23,2,2,8.94910546953925,0.5,7,1.0,1.0,0.0,0.0,2.0
UT,451120,240,7,1.0,3,0,0,2,N,N,192000.0,45,2,2,12.165255859329688,1.0,20,1.0,0.0,0.0,0.0,1.0
TX,812112,45,2,2.0,4,0,0,1,N,N,351000.0,81,2,3,12.768544351446794,0.9,3,1.0,0.0,0.0,0.0,2.0
NE,484230,78,4,1.0,0,4,0,2,N,N,35000.0,48,5,1,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
MT,311812,60,3,2.0,0,3,0,2,Y,N,25000.0,31,5,3,10.12667110305036,0.5,5,0.0,1.0,0.0,0.0,2.0
VA,621310,84,1,2.0,2,1,0,1,N,N,25000.0,62,2,5,10.12667110305036,0.9,7,1.0,1.0,0.0,0.0,2.0
MA,713990,60,7,1.0,0,7,0,1,Y,N,25000.0,71,4,3,10.12667110305036,0.5,5,0.0,1.0,0.0,0.0,1.0
MI,621310,56,2,1.0,0,2,0,1,N,N,25000.0,62,1,5,10.12667110305036,0.5,4,0.0,1.0,0.0,0.0,1.0
TX,722110,44,1,2.0,64,1,0,1,N,N,690000.0,72,2,3,13.444448325847754,0.9,3,1.0,1.0,0.0,0.0,2.0
TX,448190,152,0,2.0,2,2,0,2,N,N,32500.0,44,2,2,10.389026137075234,0.85,12,1.0,1.0,0.0,0.0,2.0
NY,541512,14,8,1.0,3,11,0,1,T,N,50000.0,54,1,4,10.819798284210286,0.5,1,1.0,1.0,0.0,0.0,1.0
AZ,561990,84,18,1.0,0,18,0,1,Y,N,200000.0,56,1,2,12.206077645517674,0.5,7,0.0,1.0,0.0,0.0,1.0
AR,333993,126,77,1.0,0,77,0,2,N,N,1700000.0,33,3,4,14.346139397261565,0.8888235294117647,10,0.0,1.0,0.0,0.0,1.0
CO,334413,84,33,1.0,2,35,0,1,Y,N,200000.0,33,2,4,12.206077645517674,0.5,7,1.0,1.0,0.0,0.0,1.0
NV,621210,306,7,1.0,0,7,0,1,N,N,844000.0,62,1,5,13.645908958411516,0.9,25,0.0,1.0,0.0,0.0,1.0
OK,213112,120,5,1.0,1,5,0,2,N,N,600000.0,21,3,5,13.304686600863562,0.9,10,1.0,1.0,0.0,0.0,1.0
MT,484121,79,1,1.0,1,1,0,2,N,N,69300.0,48,5,1,11.146214615088313,0.9,6,1.0,1.0,0.0,0.0,1.0
MI,621210,300,3,2.0,0,3,0,1,N,N,391000.0,62,1,5,12.876465396508989,0.9,25,0.0,1.0,0.0,0.0,2.0
FL,424460,52,2,1.0,0,2,0,1,Y,N,50000.0,42,1,3,10.819798284210286,0.5,4,0.0,1.0,0.0,0.0,1.0
GA,541990,240,14,1.0,7,0,0,1,N,N,393000.0,54,1,4,12.881567435377423,1.0,20,1.0,0.0,0.0,0.0,1.0
FL,423990,84,13,1.0,0,13,0,1,N,N,200000.0,42,1,3,12.206077645517674,0.5,7,0.0,1.0,0.0,0.0,1.0
TX,721110,295,0,2.0,16,0,0,1,N,N,1700000.0,72,2,3,14.346139397261565,0.8823,24,1.0,0.0,0.0,0.0,2.0
CA,541420,84,9,1.0,0,9,0,1,N,N,800000.0,54,2,4,13.592368256649284,0.9,7,0.0,1.0,0.0,0.0,1.0
NC,323119,78,6,1.0,1,6,64853,1,N,N,22000.0,32,2,4,9.99884318585288,1.0,6,1.0,1.0,1.0,0.0,1.0
CA,524298,116,2,1.0,0,2,0,1,N,N,15000.0,52,2,1,9.61587214452889,0.9,9,0.0,1.0,0.0,0.0,1.0
NY,621111,300,1,2.0,2,1,0,1,N,N,385000.0,62,1,5,12.861001210669146,0.9,25,1.0,1.0,0.0,0.0,2.0
VA,722110,96,13,1.0,7,13,0,1,N,N,10000.0,72,2,3,9.210440366976517,0.9,8,1.0,1.0,0.0,0.0,1.0
CA,722110,84,18,1.0,0,18,0,1,Y,N,30000.0,72,2,3,10.308985993422082,0.5,7,0.0,1.0,0.0,0.0,1.0
FL,531311,109,1,1.0,1,1,0,1,N,N,7500.0,53,1,1,8.922791623969637,0.9,9,1.0,1.0,0.0,0.0,1.0
CA,512191,96,15,1.0,2,15,0,1,N,N,350000.0,51,2,1,12.765691290604371,0.9,8,1.0,1.0,0.0,0.0,1.0
VA,325412,240,6,1.0,16,0,0,2,N,N,651000.0,32,2,4,13.386266457287837,1.0,20,1.0,0.0,0.0,0.0,1.0
CA,424210,78,12,1.0,0,12,0,1,N,N,35000.0,42,2,3,10.463131911491967,1.0,6,0.0,1.0,0.0,0.0,1.0
TX,523930,84,9,1.0,0,9,0,1,N,N,179000.0,52,2,1,12.095146671399466,0.75,7,0.0,1.0,0.0,0.0,1.0
ME,332710,66,1,2.0,0,1,0,2,N,N,20000.0,33,5,4,9.90353755128617,0.9,5,0.0,1.0,0.0,0.0,2.0
